D0721	2	0.3333	8	0	3	5	2	2	2	2
D0721	23	0.5362	13	2	5	2	5	4	3	5
D0721	24	0.5217	16	1	4	3	5	3	2	5
D0721	29	0.4638	12	1	5	5	2	2	2	3
D0721	30	0.2464	6	4	2	1	5	1	1	2
D0721	5	0.3333	8	4	5	4	3	3	2	4
D0721	6	0.3623	7	0	5	5	3	2	2	4
D0721	9	0.1884	5	0	3	5	2	2	2	2
D0724	1	0.1228	2	0	1	5	5	4	2	1
D0724	13	0.386	9	3	4	4	4	4	4	2
D0724	14	0.2456	6	3	5	5	5	4	3	3
D0724	15	0.3684	10	7	3	5	5	5	4	1
D0724	17	0.2807	7	1	4	4	2	5	2	1
D0724	2	0.2632	6	0	2	4	5	5	3	2
D0724	23	0.3158	7	3	4	5	5	5	5	3
D0724	24	0.2632	6	1	4	5	4	3	3	1
D0724	29	0.1228	4	1	3	5	5	4	3	2
D0724	30	0.2982	7	0	4	5	5	5	3	2
D0724	5	0.2105	5	1	5	5	4	4	3	3
D0724	6	0.0175	1	0	4	4	5	2	2	2
D0724	9	0.193	5	1	2	5	5	5	3	1
D0727	1	0.1887	5	1	1	4	5	5	3	1
D0727	13	0.3396	8	1	2	2	4	5	3	4
D0727	14	0.3585	11	4	4	2	4	4	3	3
D0727	15	0.4528	12	6	4	2	5	5	3	3
D0727	17	0.3396	12	2	2	3	5	3	3	3
D0727	2	0.0755	2	0	4	4	4	2	2	2
D0727	23	0.3962	10	1	4	2	3	4	4	3
D0727	24	0.566	15	0	2	4	4	4	4	3
D0727	29	0.3774	11	1	1	1	2	3	2	2
D0727	30	0.2642	9	7	4	1	4	4	1	4
D0727	5	0.3396	9	1	2	4	4	4	3	4
D0727	6	0.3396	9	0	5	5	2	5	3	4
D0727	9	0.3208	7	4	2	3	4	5	3	4
D0728	1	0.05	2	0	5	5	1	3	3	3
D0728	13	0.19	6	0	4	4	2	3	3	3
D0728	14	0.2	7	2	5	4	4	4	4	3
D0728	15	0.31	14	2	5	5	5	5	4	3
D0728	17	0.03	2	0	4	2	1	3	2	3
D0728	2	0.04	1	0	2	3	3	3	3	4
D0728	23	0.26	12	1	5	5	5	5	5	3
D0728	24	0.33	11	1	3	4	2	4	3	4
D0728	29	0.2	6	1	4	4	1	3	3	3
D0728	30	0.08	3	1	5	2	2	3	3	2
D0728	5	0.07	6	0	5	5	5	5	5	2
D0728	6	0.07	3	0	4	4	1	2	2	4
D0728	9	0.22	7	0	2	4	1	4	3	3
D0729	1	0.2524	10	0	2	4	4	3	3	3
D0729	13	0.4175	14	7	4	2	4	3	3	5
D0729	14	0.2427	9	2	2	2	3	3	3	4
D0729	15	0.4272	17	4	2	4	2	2	2	3
D0729	17	0.2718	10	4	2	2	2	3	2	4
D0729	2	0.233	9	2	4	4	2	4	4	4
D0729	23	0.2816	10	4	4	2	2	3	2	4
D0729	24	0.3107	14	0	3	4	1	3	2	3
D0729	29	0.5049	17	4	3	4	2	3	2	3
D0729	30	0.2718	10	6	1	2	4	3	2	5
D0729	5	0.2816	10	1	4	2	1	3	2	4
D0729	6	0.4175	14	0	4	3	1	4	3	4
D0729	9	0.233	8	0	3	3	1	3	2	3
D0730	1	0.0794	2	0	5	5	5	5	5	3
D0730	13	0.3333	6	0	4	2	2	4	3	5
D0730	14	0.3016	6	0	5	1	4	4	2	5
D0730	15	0.3492	7	0	2	2	3	2	2	2
D0730	17	0.1905	3	0	4	1	3	3	2	3
D0730	2	0.254	5	0	2	3	4	3	3	5
D0730	23	0.3968	11	4	4	2	3	4	2	4
D0730	24	0.4286	11	3	4	4	1	4	2	3
D0730	29	0.3333	10	5	5	4	4	4	4	4
D0730	30	0.3175	7	10	4	1	3	3	2	5
D0730	5	0.2381	6	2	2	2	4	4	3	3
D0730	6	0.3175	9	0	5	5	4	3	3	3
D0730	9	0.2222	8	2	4	4	4	3	3	4
D0734	1	0.0811	3	3	5	5	5	5	5	2
D0734	13	0.7162	21	2	4	4	4	4	3	5
D0734	14	0.2973	12	14	5	4	5	4	4	5
D0734	15	0.2568	11	10	4	5	4	5	4	4
D0734	17	0.1486	5	1	5	5	4	5	4	3
D0734	2	0.2973	8	3	4	5	5	5	4	4
D0734	23	0.2973	13	0	5	5	5	5	5	5
D0734	24	0.3108	9	2	4	5	4	5	4	5
D0734	29	0.2568	9	1	4	4	3	4	2	5
D0734	30	0.2703	10	0	4	4	5	5	4	5
D0734	5	0.2703	10	1	4	4	4	5	4	4
D0734	6	0.2162	7	1	5	4	4	5	4	4
D0734	9	0.1622	6	4	5	5	4	4	4	4
D0739	1	0.1429	8	0	4	5	5	4	5	2
D0739	13	0.1729	10	2	3	4	4	4	2	2
D0739	14	0.1955	12	2	5	4	2	4	2	3
D0739	15	0.1654	9	2	3	4	3	3	2	2
D0739	17	0.1203	8	1	5	4	3	3	1	3
D0739	2	0.1654	11	0	4	4	2	3	2	3
D0739	23	0.2256	13	0	5	4	2	3	3	3
D0739	24	0.1128	6	1	4	4	1	4	3	3
D0739	29	0.0977	6	0	4	4	1	2	1	2
D0739	30	0.2105	15	1	3	4	3	3	1	4
D0739	5	0.1128	5	1	4	4	4	4	3	3
D0739	6	0.015	2	0	5	4	2	4	2	3
D0739	9	0.1504	8	2	4	4	2	4	2	2
D0740	1	0.198	8	0	5	5	5	5	5	1
D0740	13	0.3564	16	12	4	1	5	4	1	4
D0740	14	0.2079	10	6	5	2	4	4	2	3
D0740	15	0.3564	17	14	4	1	4	5	4	4
D0740	17	0.4257	18	9	5	1	4	5	3	4
D0740	2	0.3564	18	2	3	3	3	4	1	3
D0740	23	0.2475	11	4	4	1	4	4	1	3
D0740	24	0.2772	13	11	4	2	4	4	1	3
D0740	29	0.3861	18	6	5	1	3	3	1	4
D0740	30	0.2475	12	8	5	1	5	4	1	2
D0740	5	0.3564	14	3	5	3	4	5	1	4
D0740	6	0.0594	3	0	5	4	2	4	2	2
D0740	9	0.1881	11	3	4	2	4	4	2	3
D0742	1	0.1538	3	0	4	4	4	4	4	1
D0742	13	0.3462	9	5	1	1	3	2	1	1
D0742	14	0.4231	11	1	2	1	4	3	2	2
D0742	15	0.4231	11	3	1	1	2	1	1	3
D0742	17	0.3654	8	1	3	1	3	2	1	2
D0742	2	0.1538	5	0	3	3	3	2	2	1
D0742	23	0.2885	7	2	4	1	2	3	3	1
D0742	24	0.3462	9	0	4	1	1	2	1	2
D0742	29	0.4808	11	3	1	2	2	2	1	1
D0742	30	0.2885	6	3	3	2	2	2	1	2
D0742	5	0.2308	6	0	4	3	2	2	2	2
D0742	6	0.0385	2	0	3	3	2	2	1	1
D0742	9	0.2115	5	1	3	3	2	1	1	1
D0743	1	0.2051	7	1	5	4	4	3	2	1
D0743	13	0.2308	10	0	4	2	1	1	1	1
D0743	14	0.2179	10	0	2	1	1	2	1	2
D0743	15	0.2821	9	3	2	2	2	1	1	2
D0743	17	0.1538	9	0	2	3	2	3	1	2
D0743	2	0.141	8	1	4	4	4	2	1	1
D0743	23	0.2179	9	11	5	5	4	4	4	4
D0743	24	0.2308	9	10	4	2	2	2	1	2
D0743	29	0.1795	7	1	1	3	3	2	1	2
D0743	30	0.2692	11	10	3	3	3	2	2	2
D0743	5	0.1538	6	0	3	3	3	4	1	1
D0743	6	0.1026	5	0	5	4	2	2	1	1
D0743	9	0.1026	5	1	4	4	2	2	1	1
